accuracy,latency,memory
27.526762,9.835104,821.1515
35.06479,8.080928,350.6475
22.014856,15.508871,2332.981
27.374882,10.113556,825.3605
27.313408,10.238038,838.9082
22.150652,14.91806,2201.0823
27.49684,9.989902,819.5608
27.177597,10.748528,850.3439
22.146513,14.882277,2185.3635
35.060642,8.037294,350.68277
22.173914,15.438299,2210.1624
21.902122,15.412879,2266.2937
35.027905,8.392327,357.39313
22.317871,14.357349,2093.9963
35.044365,7.991809,352.21527
21.899658,15.646196,2300.5305
27.309723,10.062516,825.07776
27.155064,10.607247,873.57495
21.952509,15.731219,2254.0925
21.944128,15.139457,2251.498
27.409653,10.451057,855.36365
22.354044,14.274362,2136.1995
21.88382,15.180941,2277.6042
27.365786,9.817468,831.3401
27.394077,9.819865,827.4634
34.93841,8.391311,353.64572
35.049206,8.648069,361.8948
21.969275,16.08998,2297.8176
27.175398,10.433533,839.42896
34.903538,8.635866,357.39313
21.995544,15.724324,2290.9993
27.315893,10.013801,824.8832
27.398495,10.843703,854.9962
27.401497,10.255689,825.4349
34.905457,8.268112,352.21527
27.333044,9.811389,835.17633
35.050762,8.2380085,353.65942
21.99819,15.836227,2327.8638
22.109013,15.544945,2297.7175
27.260067,9.805527,832.8057
21.937452,15.426134,2250.24
22.021185,15.618535,2330.8472
34.86703,8.348535,354.94617
34.910477,8.468043,354.93246
22.013845,15.216141,2260.593
27.275518,10.133288,824.4781
21.871862,15.903002,2350.9102
27.131437,10.176974,842.31036
21.920084,15.047738,2281.8044
22.076653,15.811142,2300.907
34.93491,8.453375,356.10638
22.02766,15.097465,2268.0996
27.243,10.27025,859.9994
27.12522,10.44627,848.6707
21.971155,14.893067,2212.6057
35.027905,8.310753,354.94617
27.315556,10.5234,842.5848
22.083012,14.533058,2179.2979
27.421124,10.182281,831.99445
27.421549,10.098152,823.1384
27.166286,10.538579,863.35486
27.727184,9.997117,824.22046
27.306734,10.420228,861.8849
27.380524,10.113351,832.9947
27.084568,10.871599,870.0404
27.188915,10.388404,845.116
